tenure,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,tech_support,online_security,streaming_services,churn
60,89.18,5360.17,0,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,0
37,87.43,3237.53,10,Two year,No,Electronic check,Yes,Yes,Yes,1
22,118.0,2634.99,5,Two year,Fiber optic,Electronic check,Yes,Yes,No,1
68,118.56,8043.32,3,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,0
20,88.67,1851.83,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,1
68,44.36,2977.08,6,One year,DSL,Credit card,No,No,No,0
64,99.86,6423.89,9,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0
17,30.7,593.59,4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
12,98.07,1107.98,5,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
22,111.02,2425.27,5,Two year,No,Mailed check,No,No,Yes,1
17,58.28,1047.87,8,Month-to-month,Fiber optic,Credit card,No,Yes,No,1
10,83.06,888.46,1,Month-to-month,DSL,Electronic check,No,Yes,No,1
65,63.01,4087.08,5,Month-to-month,Fiber optic,Bank transfer,No,No,No,0
22,63.78,1366.43,8,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
50,51.04,2599.8,3,One year,Fiber optic,Electronic check,No,No,Yes,0
14,96.21,1406.12,10,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
64,113.62,7213.45,5,Two year,Fiber optic,Mailed check,Yes,No,Yes,1
47,114.08,5301.56,6,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
29,37.48,1098.18,0,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
36,107.47,3900.39,4,Month-to-month,No,Mailed check,Yes,No,Yes,1
52,93.74,4859.53,3,One year,DSL,Credit card,Yes,Yes,No,0
7,45.28,350.92,9,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
29,26.73,739.66,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
11,46.8,409.07,1,One year,No,Electronic check,No,No,Yes,1
33,111.22,3649.06,1,Month-to-month,DSL,Mailed check,No,No,No,1
6,83.32,503.08,6,Two year,DSL,Electronic check,No,No,No,1
32,92.11,2933.73,10,Month-to-month,No,Electronic check,No,No,Yes,1
51,45.72,2273.79,10,Month-to-month,No,Mailed check,No,No,No,1
58,91.94,5241.74,3,One year,No,Electronic check,Yes,No,Yes,0
26,22.81,567.36,5,Month-to-month,DSL,Bank transfer,Yes,No,Yes,1
46,57.53,2691.26,6,One year,No,Electronic check,No,No,No,0
29,82.68,2460.53,8,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
4,34.61,197.83,10,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
13,102.3,1289.1,1,Two year,DSL,Electronic check,Yes,No,No,1
39,43.5,1638.81,9,One year,Fiber optic,Mailed check,No,Yes,No,1
15,85.23,1303.28,8,Month-to-month,DSL,Bank transfer,No,Yes,No,1
29,60.52,1786.84,10,Month-to-month,DSL,Credit card,No,No,No,1
29,79.6,2328.41,4,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,1
32,30.75,883.3,5,One year,DSL,Bank transfer,No,Yes,No,0
2,21.69,0.04,5,Two year,DSL,Bank transfer,Yes,No,No,1
47,110.96,5213.64,10,Month-to-month,Fiber optic,Electronic check,No,No,No,1
22,46.96,1057.48,2,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
27,101.97,2791.56,10,Month-to-month,DSL,Bank transfer,Yes,No,No,1
67,119.94,8043.19,10,Month-to-month,Fiber optic,Mailed check,No,Yes,No,1
56,41.14,2320.38,9,One year,Fiber optic,Electronic check,Yes,No,No,0
21,46.52,981.16,6,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1
47,86.29,4089.91,6,Month-to-month,Fiber optic,Electronic check,No,No,No,1
59,116.54,6891.5,7,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
6,111.58,672.77,4,Month-to-month,DSL,Mailed check,No,Yes,No,1
19,70.29,1322.09,1,Month-to-month,DSL,Credit card,No,Yes,Yes,1
57,99.51,5676.13,2,Two year,Fiber optic,Mailed check,No,Yes,No,0
69,33.57,2340.56,8,One year,No,Electronic check,No,No,Yes,0
3,117.74,366.59,5,Month-to-month,DSL,Electronic check,No,No,No,1
1,116.44,135.48,7,One year,Fiber optic,Bank transfer,No,Yes,No,1
58,36.37,2176.6,7,One year,No,Mailed check,Yes,Yes,No,0
38,49.94,1910.98,4,Month-to-month,No,Credit card,Yes,Yes,Yes,0
15,30.02,417.85,0,Month-to-month,DSL,Credit card,Yes,No,No,1
34,47.17,1647.96,5,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
61,101.6,6129.29,6,Month-to-month,DSL,Electronic check,No,Yes,No,0
35,57.83,1969.98,8,Two year,Fiber optic,Bank transfer,No,Yes,No,1
64,28.84,1862.55,1,Month-to-month,DSL,Mailed check,No,No,Yes,0
25,54.22,1381.32,1,Two year,Fiber optic,Credit card,Yes,Yes,No,0
24,118.14,2773.11,9,One year,No,Electronic check,No,No,No,1
12,82.97,976.5,0,Month-to-month,No,Credit card,No,No,No,1
18,61.62,1078.86,4,Two year,No,Bank transfer,No,Yes,Yes,0
15,36.65,525.42,1,Month-to-month,DSL,Credit card,No,Yes,No,1
27,118.62,3249.92,2,Month-to-month,DSL,Mailed check,Yes,No,No,1
72,102.08,7385.09,1,One year,Fiber optic,Credit card,No,No,Yes,0
60,48.15,2888.04,10,Month-to-month,Fiber optic,Electronic check,No,Yes,No,0
46,27.01,1215.16,3,Month-to-month,DSL,Credit card,No,Yes,Yes,0
17,25.66,368.74,10,One year,Fiber optic,Electronic check,No,Yes,Yes,1
53,32.04,1769.13,2,Two year,No,Bank transfer,Yes,No,Yes,0
8,78.08,654.25,8,Month-to-month,No,Credit card,No,No,No,1
27,112.88,3012.43,9,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
46,69.67,3240.8,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
50,104.29,5210.99,6,One year,Fiber optic,Bank transfer,No,No,Yes,0
71,64.59,4571.53,10,Month-to-month,No,Credit card,Yes,No,Yes,0
3,90.86,294.34,2,Two year,Fiber optic,Electronic check,No,Yes,Yes,1
64,93.19,5927.09,9,One year,No,Bank transfer,Yes,No,No,0
44,37.4,1628.41,7,One year,Fiber optic,Credit card,Yes,No,Yes,0
53,56.12,2980.43,3,Two year,No,Electronic check,Yes,Yes,Yes,0
24,83.73,1984.55,3,Two year,Fiber optic,Credit card,Yes,Yes,Yes,1
60,27.07,1657.65,8,Month-to-month,No,Electronic check,Yes,Yes,Yes,0
3,56.15,261.9,10,Month-to-month,No,Electronic check,Yes,No,No,1
20,73.48,1431.89,2,One year,DSL,Mailed check,Yes,No,No,1
46,119.62,5419.26,6,Two year,DSL,Credit card,Yes,No,Yes,0
15,67.45,911.66,0,One year,No,Electronic check,Yes,Yes,Yes,1
25,101.61,2532.73,6,Month-to-month,DSL,Bank transfer,Yes,No,No,1
71,63.21,4454.75,9,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,0
17,99.64,1704.27,10,Month-to-month,No,Electronic check,Yes,Yes,No,1
9,79.54,722.49,1,Two year,No,Credit card,No,Yes,Yes,1
38,108.66,4048.92,5,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,1
48,61.09,2841.58,8,Two year,Fiber optic,Electronic check,No,No,Yes,1
60,80.43,4840.6,5,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
63,83.0,5235.77,2,Two year,DSL,Credit card,No,Yes,Yes,0
2,61.74,102.19,0,Month-to-month,No,Bank transfer,Yes,No,Yes,1
72,34.43,2396.1,3,One year,Fiber optic,Bank transfer,No,No,Yes,0
11,29.36,346.53,3,Two year,No,Bank transfer,Yes,Yes,Yes,0
64,21.67,1450.47,7,One year,DSL,Credit card,No,Yes,Yes,0
72,107.35,7743.1,9,One year,Fiber optic,Bank transfer,No,Yes,Yes,0
21,43.65,874.28,9,Month-to-month,No,Electronic check,Yes,No,No,1
18,41.15,742.93,6,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1
64,93.6,5922.09,9,Two year,DSL,Electronic check,No,No,Yes,0
38,52.0,2028.9,6,Month-to-month,No,Mailed check,No,Yes,No,1
32,70.6,2263.29,6,One year,No,Credit card,No,No,No,1
11,36.25,310.34,1,One year,Fiber optic,Credit card,No,No,No,1
45,115.97,5203.62,8,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
33,105.16,3493.45,5,Month-to-month,DSL,Credit card,No,No,No,1
41,106.38,4344.93,1,Month-to-month,No,Electronic check,Yes,No,Yes,1
8,60.68,471.65,0,Month-to-month,No,Bank transfer,No,No,No,1
11,96.24,997.42,10,Two year,DSL,Bank transfer,No,No,Yes,1
51,34.39,1782.22,0,One year,DSL,Credit card,Yes,No,Yes,0
41,20.86,822.84,0,Month-to-month,No,Bank transfer,No,No,Yes,0
17,22.0,266.18,3,Month-to-month,DSL,Credit card,Yes,No,No,1
46,78.66,3599.8,3,One year,No,Bank transfer,Yes,No,No,0
32,65.54,2146.34,8,Month-to-month,No,Credit card,No,Yes,No,1
54,71.8,3857.85,0,Month-to-month,No,Electronic check,No,No,Yes,1
20,20.75,501.9,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,1
33,62.27,2076.36,2,Two year,Fiber optic,Electronic check,No,Yes,No,1
40,91.81,3689.34,7,Month-to-month,DSL,Bank transfer,Yes,No,No,1
32,64.27,2050.22,1,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
2,93.22,183.03,5,Two year,Fiber optic,Credit card,No,No,Yes,1
33,43.3,1415.73,10,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
30,101.31,3024.19,3,Two year,DSL,Electronic check,Yes,No,Yes,1
33,78.84,2628.26,9,Month-to-month,DSL,Credit card,Yes,No,No,1
26,41.08,1021.29,5,Month-to-month,DSL,Credit card,Yes,No,No,1
22,43.67,906.95,4,Month-to-month,No,Mailed check,Yes,Yes,Yes,1
66,82.8,5408.64,8,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
38,102.99,4015.9,8,Month-to-month,DSL,Bank transfer,Yes,No,No,1
46,61.56,2858.28,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
15,45.83,702.67,2,Month-to-month,DSL,Bank transfer,Yes,No,Yes,1
44,106.7,4641.92,0,Month-to-month,No,Credit card,Yes,No,Yes,1
49,86.93,4290.74,5,One year,Fiber optic,Electronic check,Yes,Yes,Yes,0
61,64.81,3947.58,2,Two year,DSL,Electronic check,Yes,Yes,Yes,0
67,68.79,4619.64,0,Two year,DSL,Bank transfer,Yes,No,No,0
6,40.43,193.75,5,Month-to-month,No,Electronic check,Yes,No,Yes,1
9,82.68,752.13,4,Two year,Fiber optic,Electronic check,Yes,Yes,No,1
6,55.87,314.03,7,Month-to-month,DSL,Credit card,No,No,No,1
32,119.56,3787.64,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1
41,68.02,2825.53,7,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,1
8,68.59,471.83,4,One year,DSL,Credit card,No,No,No,1
72,76.59,5542.72,7,Two year,No,Electronic check,No,Yes,No,0
50,111.68,5618.22,9,One year,DSL,Credit card,No,No,Yes,0
62,100.08,6160.98,3,Month-to-month,No,Credit card,No,No,No,0
62,65.11,3995.8,3,One year,Fiber optic,Mailed check,No,No,No,0
7,91.87,631.94,9,Month-to-month,DSL,Mailed check,No,No,Yes,1
4,78.62,328.58,3,Month-to-month,No,Electronic check,No,No,Yes,1
6,69.24,407.8,10,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
58,39.23,2297.02,5,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
22,66.39,1548.73,3,Month-to-month,No,Electronic check,Yes,No,Yes,1
26,44.58,1133.69,8,One year,No,Credit card,No,No,Yes,1
3,111.48,248.68,8,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
41,53.54,2236.44,2,Month-to-month,DSL,Electronic check,Yes,No,No,1
60,115.23,6997.97,6,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
14,73.31,1045.98,4,Two year,DSL,Credit card,No,No,No,1
12,83.15,943.41,8,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
12,74.29,885.29,1,Month-to-month,DSL,Credit card,No,Yes,No,1
13,32.94,372.29,2,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
25,57.58,1471.64,9,One year,DSL,Bank transfer,Yes,No,Yes,1
45,29.91,1278.39,4,Month-to-month,No,Credit card,Yes,No,Yes,0
19,82.3,1548.69,4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
55,64.69,3507.73,9,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
45,97.8,4407.34,6,Month-to-month,No,Electronic check,Yes,Yes,No,0
8,42.05,318.08,7,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,1
53,36.46,1941.22,7,One year,Fiber optic,Electronic check,Yes,No,No,0
55,60.63,3335.77,0,Two year,DSL,Electronic check,Yes,Yes,Yes,0
32,112.66,3555.79,0,Two year,No,Bank transfer,Yes,No,Yes,0
51,91.04,4674.38,2,One year,Fiber optic,Bank transfer,No,Yes,Yes,0
44,61.89,2720.72,0,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
70,71.73,4971.67,0,Two year,No,Mailed check,No,Yes,Yes,0
18,28.42,623.61,9,Two year,DSL,Mailed check,Yes,No,No,1
22,118.46,2629.94,7,Two year,No,Credit card,No,Yes,Yes,1
37,86.64,3198.02,0,Month-to-month,DSL,Credit card,No,Yes,No,0
56,48.54,2789.0,8,Month-to-month,No,Electronic check,No,No,No,1
59,78.58,4728.31,1,Two year,Fiber optic,Credit card,Yes,Yes,No,0
3,30.95,85.58,8,Two year,No,Credit card,No,No,No,1
28,116.58,3281.61,6,One year,No,Credit card,No,No,No,1
35,37.48,1262.4,8,Two year,No,Bank transfer,Yes,Yes,Yes,1
61,84.8,5165.44,2,One year,Fiber optic,Bank transfer,Yes,No,Yes,0
54,44.55,2395.75,0,Month-to-month,No,Electronic check,Yes,No,No,0
63,91.76,5790.12,0,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,0
7,97.68,700.4,10,One year,DSL,Bank transfer,Yes,Yes,No,1
49,87.34,4307.65,9,Month-to-month,No,Credit card,Yes,Yes,Yes,1
31,81.45,2536.83,5,Two year,Fiber optic,Electronic check,Yes,No,No,1
58,109.25,6275.96,6,Month-to-month,DSL,Credit card,No,Yes,No,0
61,27.86,1652.54,8,Two year,Fiber optic,Mailed check,No,No,No,0
24,53.09,1246.84,5,Two year,Fiber optic,Bank transfer,Yes,No,No,1
20,44.83,882.49,4,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,1
37,118.8,4448.14,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
4,58.94,177.61,1,One year,DSL,Electronic check,No,Yes,No,1
20,93.26,1847.33,7,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
60,88.47,5355.85,0,One year,No,Mailed check,No,No,No,0
24,41.21,974.05,7,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
50,43.9,2218.02,10,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
49,48.13,2351.39,9,Month-to-month,DSL,Electronic check,No,No,No,0
51,61.11,3129.45,10,Month-to-month,DSL,Electronic check,No,No,No,1
36,43.43,1552.06,6,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
66,21.97,1483.37,6,Two year,DSL,Bank transfer,No,Yes,Yes,0
34,107.94,3592.71,4,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
36,116.56,4177.99,2,Two year,Fiber optic,Credit card,No,No,No,1
6,54.16,339.79,6,Two year,Fiber optic,Bank transfer,No,Yes,No,1
39,53.85,2126.83,6,Two year,Fiber optic,Electronic check,No,Yes,No,1
42,20.71,944.47,6,Month-to-month,No,Credit card,Yes,No,Yes,0
58,88.03,5086.19,10,One year,DSL,Electronic check,No,Yes,Yes,0
12,102.54,1304.45,1,Month-to-month,Fiber optic,Electronic check,No,No,No,1
3,34.66,71.03,2,Month-to-month,No,Electronic check,Yes,No,No,1
18,35.97,713.89,2,Two year,No,Electronic check,Yes,Yes,Yes,0
40,99.01,4001.27,3,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1
21,81.63,1668.56,8,Two year,Fiber optic,Mailed check,No,Yes,No,1
15,24.49,382.7,9,One year,DSL,Credit card,No,Yes,Yes,1
26,82.25,2135.94,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
8,50.89,438.4,6,Month-to-month,Fiber optic,Credit card,No,Yes,No,1
42,56.87,2377.38,6,One year,DSL,Credit card,No,No,No,1
44,96.97,4251.32,10,One year,No,Mailed check,Yes,No,Yes,1
14,101.09,1483.71,3,One year,Fiber optic,Electronic check,Yes,No,No,1
2,60.04,115.14,10,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
37,114.72,4285.96,0,Month-to-month,DSL,Electronic check,No,No,Yes,1
69,60.65,4173.58,2,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,0
38,97.18,3776.17,4,Month-to-month,DSL,Credit card,No,No,No,1
41,68.39,2770.07,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
62,109.75,6773.79,6,Month-to-month,No,Electronic check,Yes,No,Yes,0
60,110.78,6723.03,9,Month-to-month,No,Mailed check,No,No,Yes,1
14,28.74,380.11,9,One year,Fiber optic,Electronic check,No,No,Yes,1
2,113.65,307.35,6,One year,No,Electronic check,No,Yes,Yes,1
70,102.55,7223.09,9,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
17,99.13,1677.48,4,One year,Fiber optic,Bank transfer,No,Yes,No,1
28,40.09,1031.86,9,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,0
66,100.51,6632.69,5,Month-to-month,DSL,Mailed check,Yes,Yes,No,0
35,105.01,3680.43,0,Month-to-month,DSL,Credit card,Yes,No,No,1
5,48.92,302.96,3,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1
65,115.23,7569.37,3,Month-to-month,No,Electronic check,No,Yes,Yes,0
40,24.99,965.35,10,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1
56,34.99,1999.5,7,Month-to-month,Fiber optic,Mailed check,No,Yes,No,1
36,73.76,2693.63,1,One year,Fiber optic,Credit card,No,No,No,1
45,77.58,3544.77,0,Two year,Fiber optic,Electronic check,No,Yes,No,0
23,84.52,1968.89,6,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
47,21.7,922.78,5,One year,No,Credit card,No,Yes,Yes,0
31,116.04,3589.47,4,Two year,Fiber optic,Electronic check,No,No,No,1
11,24.46,211.27,7,Month-to-month,DSL,Electronic check,Yes,No,No,1
10,34.31,332.97,10,Two year,Fiber optic,Credit card,Yes,No,No,1
67,21.4,1482.8,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,0
14,76.69,1088.92,1,Two year,Fiber optic,Bank transfer,No,No,Yes,1
10,113.23,1189.7,8,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
1,86.59,103.68,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,1
5,102.27,446.43,5,One year,DSL,Electronic check,No,Yes,No,1
20,21.33,300.56,2,Two year,DSL,Bank transfer,Yes,Yes,Yes,0
8,74.2,601.04,4,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1
43,65.96,2825.58,7,One year,Fiber optic,Electronic check,No,No,Yes,1
1,69.9,21.05,6,One year,DSL,Credit card,Yes,Yes,No,1
57,27.22,1466.51,3,Month-to-month,Fiber optic,Electronic check,Yes,No,No,0
64,88.44,5623.42,7,Month-to-month,No,Electronic check,No,Yes,No,1
28,70.32,1959.24,10,Month-to-month,DSL,Bank transfer,Yes,No,Yes,1
37,96.51,3604.16,10,Month-to-month,No,Credit card,No,Yes,Yes,1
47,68.53,3230.34,9,One year,No,Credit card,No,Yes,Yes,0
37,34.94,1373.18,10,Two year,No,Electronic check,Yes,No,Yes,1
49,84.83,4104.89,1,One year,No,Electronic check,No,No,No,0
44,37.24,1682.61,6,Two year,Fiber optic,Electronic check,No,No,Yes,1
56,107.24,6007.8,4,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
28,81.31,2311.41,10,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
6,35.72,192.49,5,Two year,DSL,Electronic check,No,No,Yes,1
61,116.23,7143.61,2,Two year,DSL,Credit card,No,Yes,No,0
20,71.84,1451.56,10,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
2,27.29,20.61,9,Month-to-month,DSL,Bank transfer,No,No,No,1
37,82.68,3058.56,6,Two year,Fiber optic,Electronic check,Yes,No,No,1
20,45.32,894.42,6,Month-to-month,No,Bank transfer,No,No,Yes,1
26,100.37,2634.08,1,Month-to-month,No,Electronic check,No,Yes,Yes,1
29,101.78,2892.63,0,One year,DSL,Electronic check,Yes,No,Yes,0
1,117.89,116.42,9,Two year,DSL,Credit card,No,No,Yes,1
35,70.19,2476.42,1,One year,Fiber optic,Electronic check,Yes,Yes,Yes,0
70,65.5,4586.65,7,One year,Fiber optic,Credit card,No,No,No,0
59,95.35,5693.0,10,Month-to-month,No,Bank transfer,No,No,Yes,1
69,33.25,2332.95,9,One year,Fiber optic,Electronic check,Yes,No,Yes,0
33,74.69,2464.4,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,0
51,74.62,3816.45,10,Two year,DSL,Bank transfer,No,No,No,0
12,28.95,362.18,3,Month-to-month,DSL,Bank transfer,No,Yes,No,1
20,61.8,1256.16,7,One year,DSL,Bank transfer,No,No,Yes,1
53,105.33,5491.21,2,Two year,Fiber optic,Credit card,No,Yes,Yes,0
43,105.62,4526.58,5,Month-to-month,No,Mailed check,Yes,No,Yes,0
50,29.92,1421.78,1,Two year,DSL,Bank transfer,No,No,Yes,0
29,29.07,906.94,2,Month-to-month,DSL,Mailed check,Yes,No,No,1
57,46.27,2634.35,0,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,0
39,107.48,4182.05,8,Month-to-month,DSL,Bank transfer,Yes,Yes,No,1
56,32.89,1886.68,3,Two year,No,Bank transfer,No,Yes,Yes,0
43,92.0,3977.12,5,Two year,DSL,Electronic check,No,No,No,0
50,30.12,1449.57,6,Month-to-month,No,Credit card,Yes,No,Yes,1
23,82.31,1889.58,1,Month-to-month,No,Electronic check,No,No,No,1
44,55.61,2430.08,7,Two year,No,Credit card,No,No,No,0
38,98.89,3670.59,8,Month-to-month,DSL,Bank transfer,No,Yes,No,1
23,43.37,963.0,9,One year,DSL,Credit card,No,Yes,No,1
45,83.92,3767.22,10,One year,No,Bank transfer,Yes,Yes,Yes,0
52,43.57,2259.89,1,Two year,No,Electronic check,No,No,Yes,0
50,91.37,4494.39,4,One year,Fiber optic,Mailed check,No,No,No,1
8,107.37,916.54,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,1
1,32.68,27.57,10,Two year,DSL,Bank transfer,No,No,Yes,1
8,106.66,855.16,4,Month-to-month,No,Bank transfer,Yes,No,No,1
29,79.36,2321.47,6,Month-to-month,DSL,Credit card,No,No,No,1
5,32.71,124.15,5,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
47,62.75,2972.07,3,Two year,DSL,Electronic check,Yes,No,Yes,0
34,36.09,1208.71,1,One year,Fiber optic,Credit card,No,No,Yes,0
65,90.03,5807.12,6,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,0
55,95.89,5302.62,9,One year,Fiber optic,Electronic check,No,No,No,1
43,30.58,1389.52,8,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
30,70.61,2154.54,0,Two year,DSL,Electronic check,Yes,No,No,0
17,101.46,1770.97,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,1
26,113.62,2928.09,6,One year,DSL,Electronic check,Yes,No,No,1
8,71.35,490.92,8,One year,DSL,Bank transfer,No,No,No,1
47,115.03,5480.92,4,Month-to-month,Fiber optic,Credit card,No,No,No,1
72,73.57,5399.77,6,Two year,Fiber optic,Electronic check,Yes,Yes,No,0
46,59.42,2810.46,9,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,0
68,104.82,7110.97,6,One year,No,Electronic check,Yes,No,Yes,0
33,69.3,2229.17,3,One year,No,Credit card,No,No,No,1
1,67.19,13.91,4,One year,Fiber optic,Electronic check,No,No,Yes,1
19,69.03,1227.38,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1
31,104.68,3239.71,7,Two year,DSL,Electronic check,Yes,No,Yes,1
14,103.19,1524.94,0,Month-to-month,No,Electronic check,No,Yes,Yes,1
53,60.35,3191.47,1,One year,Fiber optic,Bank transfer,Yes,Yes,No,0
48,53.33,2574.96,2,One year,DSL,Credit card,Yes,Yes,Yes,0
69,69.19,4842.89,6,Two year,No,Electronic check,Yes,Yes,Yes,0
62,77.28,4771.16,5,One year,Fiber optic,Electronic check,No,No,No,0
66,43.83,2994.56,6,Month-to-month,Fiber optic,Mailed check,Yes,No,No,0
64,99.4,6461.2,10,Two year,DSL,Bank transfer,Yes,No,No,0
70,68.65,4798.94,4,Month-to-month,DSL,Electronic check,No,Yes,Yes,0
63,53.4,3335.32,3,Month-to-month,No,Electronic check,No,Yes,Yes,0
33,30.68,1047.3,6,Two year,Fiber optic,Electronic check,No,Yes,Yes,1
41,43.88,1781.7,2,One year,DSL,Electronic check,Yes,No,No,0
48,114.93,5458.81,9,Month-to-month,Fiber optic,Credit card,No,Yes,No,1
13,50.51,720.69,6,One year,Fiber optic,Electronic check,Yes,No,No,1
31,36.89,1204.41,1,Month-to-month,DSL,Electronic check,Yes,No,No,1
68,66.07,4500.54,7,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,0
4,50.71,139.7,5,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
19,23.52,385.4,2,One year,DSL,Electronic check,No,No,No,1
70,52.31,3667.06,2,One year,DSL,Bank transfer,Yes,No,No,0
13,74.41,942.34,4,One year,DSL,Bank transfer,Yes,Yes,Yes,1
23,75.17,1711.86,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,1
1,55.66,106.76,5,One year,Fiber optic,Credit card,Yes,No,No,1
54,64.73,3532.08,1,Month-to-month,DSL,Bank transfer,Yes,Yes,No,0
71,116.55,8343.96,7,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,0
15,57.73,816.42,10,Two year,Fiber optic,Credit card,Yes,Yes,No,1
65,45.82,2961.14,10,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,0
71,44.35,3186.8,8,One year,DSL,Bank transfer,No,Yes,No,0
15,65.78,1009.1,6,Two year,Fiber optic,Electronic check,No,No,Yes,1
21,95.95,2091.57,2,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
